Titulos	Texto	Entidades
Produção de bioplástico a partir de resíduos de mandioca visando a produção de utensílios descartáveis biodegradáveis	Os plásticos apresentam grande importância na economia global, atingindo uma produção de 367 milhões de toneladas em 2020. Esforços no sentido de mitigar a crescente produção e descarte de plásticos no meio ambiente vem sendo promovidos através do incentivo no sentido do desenvolvimento de processos para produção de bioplásticos a partir da biomassa renovável como opção para substituição parcial e totalmente os plásticos produzidos a partir de polímeros petroquímicos não renováveis. Os bioplásticos são materiais biodegradáveis, em que a degradação resulta primariamente da ação de microrganismos, tais como fungos, bactérias e algas de ocorrência natural, gerando CO2, CH4, componentes celulares e outros produtos, segundo estabelecido pela American Standard for Testing and Methods (ASTM-D-833).            Polímeros formados durante o ciclo de crescimento de organismos vivos são denominados polímeros naturais, sendo os polissacarídeos exemplos típicos desta classe de polímeros. Existem vários tipos de polissacarídeos, entretanto a celulose e o amido apresentam grande interesse comercial. O elevado potencial destes biopolímeros na produção de bioplásticos se justifica devido a sua biodegradabilidade e não toxicidade, além disto são materiais de baixo custo e amplamente disponíveis. A celulose é um polissacarídeo formado por unidades de glicose, presente em madeira, papel, algodão e em resíduos agroindustriais tais como o bagaço de cana de açúcar, palha de milho, dentre outros. O amido pode ser obtido a partir de diversas fontes vegetais com destaque para o amido de milho e mandioca, também podendo ser obtido a partir do trigo, batata e arroz. Este polímero natural possui características vantajosas na produção de bioplásticos, tais como a biodegradabilidade, boa processabilidade, custo relativamente baixo da matéria prima, podendo ser empregado em escala industrial. É importante ressaltar que, segundo divulgado no evento European Bioplastics, 2021, misturas de amido contribuem com 16,4% da produção global de bioplásticos. Tanto a celulose como o amido podem ser obtidos a partir de resíduos agroindustriais, evitando nesse sentido um processo de competição com produtos alimentícios a base de amido. Neste sentido, o amido pode ser recuperado na indústria a partir de resíduos do processamento de vários produtos à base de mandioca, milho, arroz dentre outros. Para a presente proposta, tem-se por principal objetivo o desenvolvimento de tecnologia para a produção de utensílios descartáveis e biodegradáveis a partir de resíduos da indústria de mandioca, especialmente, resíduos obtidos na extração da fécula de mandioca. Este resíduo apresenta um teor de amido entre 50 e 70%, podendo ainda conter parte de compostos lignocelulósicos. Neste sentido, propõe-se para modificação química do bagaço de mandioca, através da reação de acetilação, visando a produção de um material termoplástico que possa ser moldado em utensílios tais como bandejas, copos, etc.	
Produção e caracterização da farinha  de batata doce e desenvolvimento de bebidas pré-treino	A batata doce é uma hortaliça de grande relevância mundial, principalmente para os países  em desenvolvimento. O Brasil é considerado o 16º produtor mundial de batata doce e vem  apresentando um aumento constante na área colhida e no volume de produção (EMBRAPA, 2021).  O aumento da produção nacional de batata doce se deve as suas características nutricionais que  favorecem a promoção da saúde, devido ao baixo índice glicêmico, ao conteúdo de fibras, teores  relevantes de vitaminas e atividade antioxidante (MUHAMMAD et al., 2014; SILVA, 2010;  DWIYANTI et al., 2018; SOHAIL et al., 2013). Esta hortaliça possui importantes elementos em sua composição, podendo-se destacar o  conteúdo de vitaminas A e C, os teores de amido, a presença de beta-caroteno e antocianinas, além  de serem ricas em energia e fibra alimentar e apresentarem baixos níveis de gordura (KANO et al.,  2005; AINA et al., 2010; SILVA et al., 2010; WIREKO-MANU et al., 2010; DWIYANTI et al.,  2018). Essas características favorecem a introdução deste vegetal na formulação de alimentos e  bebidas capazes de contribuir com as necessidades nutricionais e com a melhoria das funções  fisiológicas do organismo. A batata doce é geralmente aplicada para finalidades tradicionais, sendo limitada a sua  utilização no desenvolvimento de produtos com maior valor econômico. Dessa forma, são  necessários estudos que viabilizem o processamento e a manutenção da qualidade deste vegetal,  visando o desenvolvimento de novos produtos que atendam a demanda dos consumidores que  buscam por alimentos com propriedades nutritivas e bioativas.  Dentre as possibilidades de aplicação da batata doce, pode-se destacar a sua introdução no  desenvolvimento de bebidas pré-treino. Essas bebidas devem apresentar carboidratos com baixo  índice glicêmico, sendo esta composição adequada para indivíduos que realizam atividades físicas,  visando a manutenção dos níveis de glicose no sangue (COCATE et al., 2008).  Considerando a composição nutricional e o potencial agrícola da batata doce, verifica-se que  esta hortaliça possui características compatíveis com o desenvolvimento de bebidas pré-treino.  Neste contexto, o presente plano de trabalho tem o objetivo de avaliar as condições de  processamento mais adequadas para a obtenção de farinhas com melhores características  nutricionais e bioativas, além de monitorar a qualidade das farinhas durante o período de  armazenamento, visando a aplicação desta farinha no desenvolvimento de bebidas pré-treino.	
Desenvolvimento de biofertilizante para nutrição e de controle de pragas a partir de seawater em combinação com extrato de algas e pirolenhoso	Implementar inovações na tecnologia de nutrição e controle de pragas a partir de seawater em combinação com extrato de algas e pirolenhoso.	
Desenvolvimento de bioinsumo agrícola com efeito termo para utilização na agricultura e agropecuária	Com o projeto será desenvolvido um bioinsumo termo para utilização na agricultura e agropecuária a base de resíduos de uma matéria prima vegetal oriunda da agricultura.	
Desenvolvimento de processo de aplicação industrial para obtenção de beta caroteno a partir de espécie da Amazônia	A tecnologia  visa desenvolver um processo de extração inovador para a obtenção de beta caroteno de óleo de um cultivo da Amazônia, como forma de agregação de valores e preservação ambiental e estímulo a bioeconomia do Bioma Amazônia.	
Desenvolvimento de hibridoma para produção de anticorpos monoclonais anti-peptídeo BCM-7	O leite é uma das commodities agropecuárias mais importantes do mundo e todos os dias, bilhões de pessoas consomem leite nas suas mais diversas formas. Ele apresenta importância econômica como fonte de renda e sobrevivência para grande parte da população mundial, além de ser uma fonte vital de nutrição. No Brasil, a indústria de laticínios é o segundo segmento mais importante da indústria de alimentos. O consumo aparente per capita no Brasil em 2018 foi de 166,4 L/hab. A ?-caseína compõe, aproximadamente, 45% da proteína total do leite de vaca. Doze mutações no gene da beta-caseína já foram encontradas em bovinos. No entanto, duas formas prevalentes são encontradas no leite de vaca (?-caseína A1 e A2). As proteínas A1 e A2 são quase idênticas na sequência dos seus 209 aminoácidos, no entanto, uma única substituição na posição 67 causa diferenças importantes na digestão dessas proteínas. A presença do aminoácido histidina 67 na proteína A1, faz com que durante a digestão do leite A1, haja a formação de um peptídeo conhecido como ? casomorfina-7 (BCM-7). Diferentemente, a ? caseína A2, que apresenta uma prolina na posição 67 da cadeia de aminoácidos, não forma o BCM-7 durante a digestão. O BCM7 é um peptídeo bioativo com forte atividade opioide (semelhante à morfina), que pode gerar desconforto intestinal quando presente no trato gastrointestinal de humanos. A intolerância à lactose, segundo pesquisas de epidemiologia, afeta apenas cerca de 5% da população mundial. No entanto, aproximadamente 20% das pessoas relatam algum desconforto após a ingestão de leite. Suspeita-se que esses sintomas sejam causados pelo peptídeo BCM-7, oriundo da digestão da ?-caseína A1. Pela relevância do consumo de leite e laticínios no país e no mundo, aumenta a necessidade de estudo de ação do peptídeo BCM-7: estudos fisiológicos, bioquímicos e biofísicos; ferramentas bioquímicas com boa reprodutibilidade e custo-benefício para rastreamento do tipo de leite comercializado, para que o consumidor possa garantir sua saúde e bem-estar, atestando que o leite que consome não irá lhe fazer mal. Sendo assim, este projeto visa desenvolver hibridomas para produção de anticorpos monoclonais que poderão ser usados tanto como ferramenta de pesquisa básica quanto aplicada para estudo e identificação e diferenciação da caseína A1 e A2.  Este projeto se enquadra nas linhas de atuação síntese e purificação de proteínas da UE FarmaVax.  Neste contexto, a UE FarmaVax espera, com este projeto, contribuir com a VISIONGEN permitindo o desenvolvimento de soluções inovadoras que trarão maior competitividade no mercado além de agregar valor à empresa.	
Preparação de um sistema de liberação Controlada de antimicrobiano à base de colágeno	A BRASIL BIOMATERIAIS é uma startup do setor de biomateriais sintéticos e biológicos implantáveis. Sendo assim, o objetivo geral do projeto consiste no desenvolvimento e validação de um inovador biomaterial para regeneração óssea com liberação controlada de fármacos com ação antimicrobiana.	
Segurança e eficácia da terapia combinada nebulizada com BromAc® na doença respiratória da COVID-19	Este projeto se enquadra nas linhas de atuação de ensaios pré-clínicos e clínicos em condições de Boas Práticas de Laboratório e Pesquisa Clínica da UE FarmaVax. Este projeto também alinhado com as linhas de atuação dos laboratórios de pesquisa envolvidos como o Laboratório de Virologia Básica e Aplicada e o CT de Terapias avançadas e inovadoras onde será executado o projeto. Neste sentido, a UE FarmaVax irá trazer contribuição ao permitir o desenvolvimento tecnológico do BromAc no Brasil, permitindo a avaliação da eficácia do BromAc na melhora do quadro clínico do paciente que sofre grande desconforto respiratório durante o processo da COVID-19. A Hipolabor disponibilizará o BromAc, como contrapartida econômica, visando o desenvolvimento da pesquisa na UFMG. Neste contexto, a UE FarmaVax espera, com este projeto, contribuir com a Hipolabor, permitindo o desenvolvimento de soluções inovadoras que trarão maior competitividade no mercado além de agregar valor e melhorar o processo produtivo da Hipolabor. A Start-up 4WBIOTECH, que apresenta o foco no desenvolvimento sustentável de produtos farmacêuticos, irá contribuir na preparação de todo o ensaio clínico considerando as leis de sustentabilidade e na preparação de documentação para aprovação da ANVISA.	
Aperfeiçoamento do processo de obtenção de folhas semi artefato (FSA)	Aperfeiçoamento do processo de folhas semi artefato (FSA) a partir do látex natural e insumos da biomassa amazônica para o setor de moda e vestuário que tem como objetivo aperfeiçoar a técnica artesanal já existente e possibilitar a otimização do processo para escalonamento piloto.	
Aproveitamento da semente de açaí para produção de extrato com potencial biotecnológico	Desenvolvimento de processo de extração de polifenóis da semente de açaí para a avaliação da propriedade antioxidante do extrato e análise de viabilidade técnica e econômica do processo.	
Corrosão sob tensão pelo CO2 e H2S em mandris e em ambientes de fluídos de completação	A injeção de gás CO2 e de produtos químicos via sistema de GAS-LIFT gera problemas de corrosão, ocasionando a perda da integridade dos componentes dos equipamentos de produção de óleo & gás, tais como: mandris, revestimentos e coluna. Os mandris e as colunas podem apresentar problemas de Corrosão SoB Tensão (CST) pelo Sulfeto e Cloreto devido à presença do gás H2S e do íon cloreto no reservatório, sendo agravado pela reinjeção de CO2; Os revestimentos e as colunas de produção também podem apresentar problemas de corrosão microbiológica, CST pelo H2S, CO2 e Cloreto devido ao fluido de completação localizado no anular e, à sua contaminação pelo CO2 e pelos produtos químicos injetados via mandril. Para minimizar esses problemas de corrosão, este trabalho tem como objetivos: otimizar a composição de um fluido de completação e viabilizar a utilização de mandris soldados de aço inoxidável martensítico em meios contendo H2S e CO2 expostos a condições de alta pressão e temperatura. Com os resultados obtidos, espera-se que a Petrobras veja a possibilidade de reduzir custos, mediante a inovação de seus processos de seleção de materiais e de fluidos de completação.	
Desenvolvimento de carvões ativados	O Brasil é importador de carvão ativado (CA), pois apesar do país ser rico em matéria-prima vegetal, o carvão ativado produzido no país não apresenta as características desejáveis de alta eficiência de remoção das impurezas presentes na água domiciliar para consumo humano. Dentro deste escopo, o domínio da síntese carvões ativados a partir de diferentes biomassas em escala de laboratório caracteriza uma inovação.	
Desenvolvimento de processo de biodigestão	Otimização de Biodigestão e Outras Gerações de Valor no Processo de Tratamento da Vinhaça utilizando a Tecnologia do Consórcio Probiótico.	
Planta flexível para a produção de biogás	Planta flexível para a produção de biogás (metano e/ou hidrogênio) a partir de resíduos agroindustriais e urbanos.	
BioCreatina	produção de creatina por rota biotecnológica.	
BIOSSOLUBILIZAÇÃO DE FOSFATO	BIOSSOLUBILIZAÇÃO DE FOSFATOS MINERAIS PARA APLICAÇÃO NA INDUSTRIA DE PRODUÇÃO DE FERTILIZANTES FOSFATADOS BIOTECNOLÓGICOS.	
BioVac.008	Desenvolvimento de bioprocesso de produção de sistema de liberação controlada de antígeno, empregado como vacina, a ser aplicada para imunização de aves.	
BiovacSalmo	Desenvolvimento de processo de produção e formulação de vacina aviária para Salmoneloses	
BIOYLIVE	PROBIÓTICOS DE USO VETERINÁRIO	
Desenvolvimento de processo biotecnológico para obtenção de aminoácidos essenciais para suplemento animal	Este projeto tem por objetivo construir uma cepa de bactéria capaz de produzir aminoácidos essenciais por via biotecnológica em grande escala, que seja viável economicamente.	
Desenvolvimento de teste sensor diagnóstico para zoonose bovina.	Estudo da viabilidade e desenvolvimento de teste sensor diagnóstico para espécie bacteriana causadora de zoonose, com aplicação de solução tecnológica obtida por processo nanobiotecnológico / biomolecular.	
ECOBUBBLE 2	a definirAmpliação de escala do processo de produção do biotensoativo  produzido por microrganismo  a partir da utilização do resíduo de oleaginosas da Amazônia	
Gênesis	Desenvolvimento de biotecnologia em cana-de-açúcar.	
PRODUÇÃO DE ETANOL A PARTIR DA CANA DE AÇÚCAR (1G E 2G) E DO  MILHO (1,5G)	O presente projeto baseia-se no desenvolvimento de um processo robusto e escalável para produção de etanol utilizando três microrganismos selecionados em biorreator piloto, utilizando melaço (E1G), hidrolisado celulósico (E2G) e hidrolisado  de milho (E1,5G). O presente projeto tem como objetivo ajustar, validar e escalonar os protocolos de produção de etanol elaborados em biorreatores de bancada para  biorreator piloto de 75 L, de modo que se possa maximizar a viabilidade do processo  industrial do etanol 2G e melhorar sua competitividade de custos.	
Aço microligado ao nióbio e tântalo	Propõe-se avaliar a influência da matéria prima FeNb com traços de tântalo quando utilizada para manufatura e elaboração  e ligas submetidas ao  tratamento termomecânico por laminação.	
BIO-PELOTA	Bio -pelota para processo waelz de recuperação de óxido de zinco	
Desenvolvimento de aço estrutural ligado ao nióbio com resistência ao fogo melhorada	Desenvolvimento de projeto de liga e de processamento termomecânico controlado para obtenção de um novo aço estrutural resistente ao fogo, ligado ao nióbio, de custo mais baixo.	
Desenvolvimento de material compósito para videolaringoscópio  com lâmina descartável	O objeto desta parceria é a realização de projeto de pesquisa para o desenvolvimento de compósito biocompatível aplicável a um vídeo laringoscópio nacional com lâmina descartável.	
Desenvolvimento de tecnologia de biorremediação de solos contaminados por hidrocarbonetos de petróleo, com a utilização de esterco de aves.	O presente projeto tem por objetivo o estudo de viabilidade técnica de processo de remediação de solos contaminados por hidrocarbonetos de petróleo, por meio da aplicação de esterco de aves, com vistas ao desenvolvimento de nova tecnologia de remediação de áreas contaminadas.	
Injeção de gás produzido por gaseiflcação de biomassa em forno de queima de pelota de minério de ferro	Acoplamento do processo de gaseificação de biomassa com o forno de queima de pelotas para alterar as condições da atmosfera do forno e utilizar um  combustível renovável.	
NanoBioCardio	Desenvolvimento de Scaffold de nanofibras poliméricas visando ancoragem de células para aplicação em engenharia tecidual.	
Obtenção de próteses ortopédicas de ligas Nb-TI e Ti-Nb-Zr por fusão seletiva a laser	O projeto visa a obtenção de ligas e pós de Ti-Nb-Zr e Nb-Ti que são empregadas para fabricação de próteses ortopédicas por manufatura aditiva pela técnica de fusão seletiva a laser. As próteses serão caracterizadas quanto a resistência mecânica, biocompatibilidade, corrosão e posteriormente a AACD deverá realizar testes clínicos	
Processo de redução de concentrado de Nióbio	Desenvolvimento em escala laboratorial de processo de otimização da rota de produção de Ferronióbio por meio de etapa de redução controlada	
Desenvolvimento de eletrônica embarcada (HW/FW) e SW backend e frontend para leitora de indicadores biológicos.	Constitui objeto do presente termo a cooperação e intercâmbio técnico, científico e financeiro, abrangendo atividades de desenvolvimento de soluções de pesquisa e desenvolvimento na área de ELETRÔNICA EMBARCADA E SOFTWARE visando desenvolver um Equipamento de leitura de indicadores biológicos para a indústria odontológica e hospitalar, o qual será executado pela Unidade Emprapii (UE) LACTEC de acordo com o as normas da EMBRAPII - Empresa Brasileira de Pesquisa e Inovação Industrial.	
Desenvolvimento de uma Bolsa Térmica eletrônica.	Constitui objeto do presente termo a cooperação e intercâmbio técnico, científico e financeiro, abrangendo atividades  de  desenvolvimento  de  soluções  de  pesquisa  e  desenvolvimento  na  área  de   ELETRÔNICA EMBARCADA visando desenvolver uma bolsa térmica  flexível  com aquecimento e resfriamento eletrônico/elétrica  ,  a  qual será executado pela Unidade Emprapii (UE) LACTEC  de acordo com o as normas da EMBRAPII - Empresa Brasileira de Pesquisa e Inovação Industrial.	
Equipamento de Proteção Coletiva de Triagem de Temperatura Corporal	A cooperação e intercâmbio técnico, científico e financeiro, abrangendo atividades de desenvolvimento de soluções de pesquisa e desenvolvimento na área de ELETRÔNICA EMBARCADA E SOFTWARE visando desenvolver um Equipamento de Proteção Coletiva que faça a aferição da temperatura corporal e triagem de pessoas em ambientes públicos e privados, incluindo montagem de protótipos	
HES System	Constitui  objeto  do  presente  termo  a  cooperação  e  intercâmbio  técnico,  científico  e  financeiro,  abrangendo atividades de desenvolvimento de software para integração de ELETRÔNICA EMBARCADA de  novos  medidores  de  energia  com  Command  Center  da  Landis+Gyr,  fazendo  uso  da  Lei  de  TICs.  Essa  atividade será executada pela Unidade Embrapii (UE) LACTEC de acordo com o as normas da EMBRAPII -Empresa Brasileira de Pesquisa e Inovação Industrial.	
Leitora de Indicadores Biológicos	Constitui  objeto  do  presente  termo  a  cooperação  e  intercâmbio  técnico,  científico  e  financeiro, abrangendo  atividades  de  desenvolvimento  de  soluções  de  pesquisa  e  desenvolvimento  na  área  de ELETRÔNICA  EMBARCADA  E  SOFTWARE  visando  desenvolver  um  Equipamento  de  leitura  de  indicadores biológicos  para  a  indústria  odontológica  e  hospitalar,  o  qual  será  executado  pela  Unidade  Emprapii  (UE) LACTEC de acordo com o as normas da EMBRAPII - Empresa Brasileira de Pesquisa e Inovação Industrial.	
Novos masterbatches nanofuncionalizados para componentes da indústria automobilística	As superfícies de veículos automotores estão sujeitas à exposição de inúmeros contaminantes, devido ao uso por várias pessoas, as condições ambientais, lapsos de limpeza e contaminação cruzada. Estima-se que nas superfícies de um veículo comum, encontram-se mais de 700 cepas de diferentes patógenos, como bactérias, fungos e mofo, que possuem capacidade de multiplicar-se a cada 20 minutos. Volantes, porta-copos e fechos de cintos de segurança são pontos de contato com alta concentração de vetores patogênicos. A crescente substituição de materiais convencionais por materiais funcionais impulsiona o mercado de aditivos antimicrobiano em interiores automotivos. Tal demanda associa-se pela conscientização do consumidor sobre questões relacionadas à saúde, onde 72% deles admitem a preocupação com a exposição a bactérias, por exemplo, e 85% fazem escolhas ativas para protegerem-se. Integrados ao estágio de fabricação, a incorporação da tecnologia antimicrobiano ocorre através do uso de formulações de masterbatches com o aditivo em materiais poliméricos para a indústria automotiva. A tecnologia baseia-se em um efeito que permanece durável ao longo do ciclo de vida do produto, que penetra nos micróbios e inibe a sua capacidade de reprodução e proliferação, mantendo os pontos de contato do veículo higienicamente limpos, conferindo aos passageiros maior conforto e segurança veicular. Em linhas gerais, o projeto objetiva o desenvolvimento de formulações de masterbatches com base no uso de nanomateriais para a inativação de patógenos em componentes poliméricos do setor automotivo. O projeto passará por 3 fases: (i) desenvolvimento do masterbatch nanofuncionalizado; (ii) avaliação da compatibilização do masterbatch com polímeros comuns do setor automotivo; e (iii) validação do desenvolvimento em componente automotivo produzido por injeção. É esperado que a solução nacional desenvolvida com materiais avançados possa prover maior conforto e segurança à saúde dos passageiros, ao mesmo tempo que agrega maior valor aos produtos poliméricos voltados ao setor automotivo.	
"EMBRAPII MCE e IPT MAT - Desenvolvimento de aço estrutural ligado ao nióbio com resistência ao fogo melhorada"	"Desenvolvimento de projeto de liga e de processamento termomecânico controlado para obtenção de um novo aço estrutural resistente ao fogo, ligado ao nióbio, de custo mais baixo."	
EMBRAPII CICS - Desenvolvimento de aços microligados ao Nióbio  com desempenho melhorado para reforço de concreto	"Este projeto visa desenvolver aços para concreto armado com tensão de escoamento de 500 MPa, microligados ao Nb, e melhor desempenho na fase de uso. O projeto incluirá a investigação das condições de laminação e do desempenho, na fase de uso do material, da resistência à corrosão de várias formulações de aços microligados. Será investigado o desempenho das ligas, em meio aquoso (simulando a solução de poros do concreto). Para as formulações mais competitivas será avaliado o desempenho, quando embutidas em concretos comum e de baixa pegada de carbono. A formulação mais promissora será incorporada no edifício  experimental CICS Living Lab (em construção na Poli USP) e seu comportamento será medido no longo prazo. "	
EMBRAPII CICS  Método acelerado para o desenvolvimento de  superfícies resistentes à formação de biofilmes	"O crescimento de microrganismos em fachadas e telhados ocorre em várias regiões do planeta, principalmente em climas quentes e úmidos; e depende das características do material, das condições ambientais de exposição e da biodiversidade local. Este crescimento é composto por uma comunidade microbiana formando biofilmes que causam alterações estéticas das superfícies e podem afetar o desempenho térmico das fachadas e telhados. O desenvolvimento de tecnologias que reduzam o crescimento de microrganismos nas superfícies dos materiais traz vantagens competitivas importantes para as empresas e benefícios para a sociedade, pois reduzem o consumo de materiais e os custos de manutenção dos edifícios. Este projeto de pesquisa tem por 5/13 objetivo o desenvolvimento de produto resistente à formação de biofilme e métodos de avaliação da eficiência antimicrobiana de revestimentos."	
Aplicação de Bioproduto	Novas Aplicações Provenientes de Biomassa Florestal.	
Biofiller	Biofiller	
Elastômero Bio Reforçado	Utilização de lignina em compostos de borracha	
Embalagens sustentáveis de baixo custo e densidade	Desenvolvimento de embalagem de fonte renovável, biodegradável com baixo custo.	
Polímero de fontes renováveis	Desenvolvimento de polímero biodegradável a partir de fontes renováveis	
SOYRUBBER	Desenvolver rotas sustentáveis de utilização de óleo bio-based degomado em formulações elastoméricas.	
DESENVOLVIMENTO DO USO DE NONOPARTÍCULAS CATALISADORAS NA DESCARBONIZAÇÃO E OTIMIZAÇÃO DA MATRIZ ENERGÉTICA BRASILEIRA	Este projeto tem como objetivo avaliar o potencial da utilização do Bio Booster em motores comerciais com sistemas de combustão avançados e que utilizam etanol e biogás como combustíveis para comprovar a viabilidade de se reduzir os custos totais de operação e os ganhos ambientais pela substituição do diesel. Além disso, será determinado o impacto da adição do Bio Booster, em diferentes proporções, nas características operacionais de estratégias de combustão avançados com foco na utilização de etanol e do biometano como combustíveis	
JAURUMETEX	Este projeto, que será executado pela Unidade EMBRAPII  PROMEXBIO do CETEM em parceria com o Grupo BEMISA, tem como objetivo o desenvolvimento de rota alternativa de processamento para uma amostra representativa do minério fosfático do Jauru.	
Biocarvão ativado para a captura de CO2	Biocarvão ativado para a captura de CO2	
BIOMOLÉCULAS COM AÇÃO ANTIVIRAL	Empregar frações bioativas de plantas  utilizadas em fitoterapia, para formulações cosméticas de combate à COVID-19	
Biosanitizante líquido para superfícies em geral	Desenvolver um sanitizante de baixo custo, a partir de biomassas residuais, com eficácia na sanitização de superfícies em geral	
Biotecnologia para solventes verdes	Otimizar rota biotecnológica de produção de solventes verdes por linhagens anaeróbicas.	
Carvão pirolítico de macaúba	Produzir biocarvão utilizando residuos de macaúba	
Desenvolvimento de Aglomerante a Frio para minério de ferro derivado de biomassa	Desenvolvimento de Aglomerante a Frio para minério de ferro derivado de biomassa.	
Desenvolvimento de novo Bioprocesso para produção de E2G	Desenvolvimento de novo Bioprocesso para produção de Etanol 2G.	
Desenvolvimento de um biodefensivo agrícola a partir de Bio-Óleo leve pirolítico	Desenvolvimento de um biodefensivo agrícola a partir de Bio-Óleo leve pirolítico	
Desenvolvimento de um briquete de alto desempenho a partir de biocarvão pirolítico para aplicação em fornos cubilô	Desenvolvimento de um briquete de alto desempenho a partir de biocarvão pirolítico para aplicação em fornos cubilô.	
Desenvolvimento de uma nova formulação com ação bioestimulante para cultura de soja	Desenvolvimento de uma nova formulação com ação bioestimulante para cultura de soja	
Escalonamento de produção de biomassa microbiana	Incrementar a produção de  microrganismos utilizados como  biofertilizantes  promotores de crescimento em culturas de interesse agronômico	
LIGNOOIL THERMOPROCESS	Desenvolvimento de uma rota tecnológica para a produção de bio-óleo pirolenhoso hidrotratado a partir de biomassas e ligninas para produção de biocombustíveis	
Macrofuel	Aproveitamento energético de biomassa aquática dia processamento termoquímico.	
Processo Nanocatalítico para a Produção de Bunker Oil a Partir de Bio-Óleo Pirolítico	Processo Nanocatalítico para a Produção de Bunker Oil a Partir de Bio-Óleo Pirolítico	
Processo produção de biocombustível Eco-Flex a partir de cavaco de eucalipto	Processo produção de biocombustível Eco-Flex a partir de cavaco de eucalipto.	
Produção de biocombustíveis drop in a partir de bioóelo	Desenvolver um biocombustível verde para utilização em navios	
Tecnologia nacional para produção on farm de bioinoculantes para aplicação no Sistema Agroflorestal	Tecnologia nacional para produção on farm de bioinoculantes para aplicação no Sistema Agroflorestal.	
ZEA2G	Incrementar a produção de  etanol de primeira geração (1G) incrementando no processo uma variedade  comercial de milho transgênico contendo genes que codificam para a expressão de amilases. Adicionalmente os residuos oriundos do processamento do milho serão avaliados para a produção do etanol 2G e de monômeros para a produção de polímeros verdes visando a integração dos dois processos em uma biorefinaria (1G e 2G)	
Biocouro Vegetal	Desenvolvimento e produção de material de base biológica com características semelhantes ao couro animal para atender os mercados de desenvolvimento de produto, decoração, moda, calçados e bolsas.	
Biomateriais inteligentes a partir de lignina	Projeto de inovação denominado Bio-based smart materials from Kraft lignin".	
Caracterização e Purificação de Óleos Residuais aplicados na Produção de Biodiesel e Bioquerosene	Definir um processo de transformação do óleo vegetal residual (WCO) de frituras em matéria-prima para fabricação de biodiesel e bioquerosene.	
Desenvolvimento de bioprocesso utilizando micro-organismos recombinantes	Desenvolvimento de linhagem geneticamente modificada e de bioprocesso intensificado para produção de biomoléculas de interesse industrial em escala de planta piloto através de linhagem recombinante.	
Desenvolvimento de dispositivo para desalcoolização de bebidas	Durante a execução desse projeto está sendo proposto o desenvolvimento de um protótipo de dispositivo biotecnológico para a remoção ou imobilização de álcool em soluções. O dispositivo deverá ser validado para tal aplicação através da avaliação da interação/imobilização do ligante alvo (etanol) à uma determinada proteína, a qual será imobilizada em um suporte sólido e inerte, como resultado se objetiva a remoção do etanol presente nas soluções testadas. Para tal, a proteína deverá ser produzida através de técnicas de biologia molecular, microbiologia e fermentação por parte do Instituto de Inovação SENAI em Biossintéticos e Fibras. Uma vez obtida a proteína, ela deverá ser estudada com e sem imobilização em suporte sólido quanto a sua capacidade de ligação ao etanol presente na solução e consequente capacidade de remoção ou adsorção desse componente.	
Desenvolvimento de rota enzimática para produção industrial de biossurfactante	Desenvolvimento de rota enzimática para produção industrial de  biossurfactante.	
Desenvolvimento e avaliação de rotas de produção de BioGLP.	Avaliar a maturidade tecnológica e realizar uma prova de conceito para produção de BioGLP.	
Fibras têxteis sustentáveis a partir de resíduos da biodiversidade amazônica	O objetivo geral do projeto consiste em agregar valor ao resíduo de duas biomassas típicas da Amazônia brasileira pertencentes à mesma família - o cupuaçu, fruto do cupuaçuzeiro (Theobroma grandiflorum) e o cacau, fruto do cacaueiro (Theobroma cacao), empregando o processo de fiação a úmido, de forma a desenvolver produtos sustentáveis para a indústria têxtil nacional. Pretende-se alcançar com o projeto, fibras sustentáveis a partir destas biomassas para atender o setor de T&C (Tecelagem & Confecção).	
Otimização da produção dos biopesticidas ACT66 e ACT77 e validação em escala piloto	Otimização da produção dos biopesticidas ACT66 e ACT77 e validação em escala piloto	
Produção de metabólito para aplicação no controle de pragas na agricultura via otimização de bioprocessos e melhoria de linhagem produtora	O ISI B&F tem como objetivo geral desenvolver um processo que viabilize a produção de um metabólito de interesse da empresa contratante por otimização dos parâmetros e condições do cultivo do microrganismo cedido pela empresa utilizando  técnicas de planejamento experimental (DOE). Durante este tempo também almeja desenvolver uma linhagem a partir do microrganismo de origem cedido pela empresa, não OGM, que será selecionada por meio de metodologia de evolução adaptativa visando uma linhagem melhorada para a produção deste metabólito.	
Utilização de materiais renovaveis como agente formador de mesoporos para zeólitas hierárquicas - ZeoLignin	O desenvolvimento de zeólitas do tipo ZSM-5 usando lignina como modelo para a estrutura mesoporosa, explorando assim, o potencial da lignina como agente formador de mesoporos. Além disso, este projeto explorará o potencial das zeólitas à base de lignina como ingrediente para catalisador de baixo custo na pirólise de resíduos plásticos e na produção de biocombustíveis, melhorando as propriedades dos produtos, como seletividade e rendimento.	
Aplicação de biossensor eletroquímico à base de nanomaterial para  detecção de SARS-CoV-2 em ambiente relevante	Validação das funções críticas do biossensor eletroquímico em ambiente relevante, realizado em 3 meses. A tecnologia proposta atualmente encontra-se no nível de maturidade tecnológica 4 (TRL  4) e, conforme etapas e cronograma apresentados no presente plano de trabalho, a previsão é que  o TRL de saída seja 5.	
